program_image_url,university_name,level,program_name,destination,location,campus_city,tuition_1st_year,application_fee,duration,success_rate,intake_terms,deadlines,prerequisites,must_requirements,tags,source_url
https://storage-prtl-co.imgix.net/endor/organisations/4198/covers/1740129787_nijmegenschoolofmanagement.png,Radboud University,M.Sc.,Political Science - Applied Political Theory,Netherlands,"Nijmegen, Netherlands",Nijmegen,EU: 2695 EUR/yr; Non-EU: 18873 EUR/yr,Not specified,12 months,Not specified,Sep 2027,EU/EEA: 2027-05-01 to 2027-07-01; Non-EU: 2027-04-01; Non-EU scholarship: 2027-01-31; National: 2027-07-01,IELTS: 6.5; TOEFL iBT: 90,"Bachelor's degree in a similar or related field from another research university, equivalent to Dutch Research University diploma; fluency in written and spoken English","Top 1% worldwide; NVAO Accredited; Rating 4.3/5 (86 reviews); Scholarships available (Radboud Scholarship Programme, NL Scholarship, Fulbright-Radboud Scholarships)",https://www.mastersportal.com/studies/120372/political-science-applied-political-theory.html
https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg,Wageningen University and Research,M.Sc.,Food Safety,Netherlands,"Wageningen, Netherlands",Wageningen,EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr,Not specified,24 months,Not specified,Sep 2027,EU/EEA: 2027-06-15; Non-EU: 2027-04-15; National: 2027-06-15,IELTS: 6.5; TOEFL iBT: 92; PTE Academic: 62,"WUR BSc degree in Food Technology, Nutrition and Health, or equivalent, based on demonstrated expertise in food sciences, nutrition, pharmacy, veterinary sciences, or biology","Top 0.5% worldwide; Rating 4.3/5 (56 reviews); Scholarships available (Excellence Programme, Africa Scholarship Programme); First MSc in Food Safety worldwide",https://www.mastersportal.com/studies/1455/food-safety.html
https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg,Wageningen University and Research,M.Sc.,Animal Sciences,Netherlands,"Wageningen, Netherlands",Wageningen,EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr,Not specified,24 months,Not specified,Sep 2027,EU/EEA: 2027-06-15; Non-EU: 2027-04-15; National: 2027-06-15,IELTS: 6.5; TOEFL iBT: 90; PTE Academic: 62,"Bachelor's degree in related field demonstrating knowledge in biology, natural sciences, mathematics, and research methodology","Top 0.5% worldwide; Rating 4.3/5 (56 reviews); Scholarships available (Excellence Programme, Africa Scholarship Programme); Taught in English",https://www.mastersportal.com/studies/1465/animal-sciences.html
https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg,Wageningen University and Research,M.Sc.,Biology,Netherlands,"Wageningen, Netherlands",Wageningen,EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr,Not specified,24 months,Not specified,Feb 2027; Sep 2027,"Feb 2027 intake - International: 2026-09-15, EEA/EU: 2026-11-15, National: 2026-11-15; Sep 2027 intake - International: 2027-04-15, EEA/EU: 2027-06-15, National: 2027-06-15",TOEFL iBT: 90; IELTS: 6.5; PTE Academic: 62,"Dutch BSc degree in Biology, or equivalent, with minimum 150 ECTS across biology and natural sciences topics; courses in Statistics and Mathematics required","Top 0.5% worldwide; Rating 4.3/5 (56 reviews); Scholarships available (Excellence Programme, Africa Scholarship Programme); Taught in English",https://www.mastersportal.com/studies/1466/biology.html
https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg,Wageningen University and Research,M.Sc.,Aquaculture and Marine Resource Management,Netherlands,"Wageningen, Netherlands",Wageningen,EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr,Not specified,24 months,Not specified,Sep 2027,EU/EEA: 2027-06-15; Non-EU: 2027-04-15; National: 2027-06-15,IELTS: 6.5; TOEFL iBT: 90; PTE Academic: 62,"Bachelor's degree in Animal Sciences, Forest and Nature Conservation, Environmental Sciences, or equivalent; demonstrated expertise in Biology including ecology, animal physiology, morphology; specific coursework in Statistics and Mathematics","Top 0.5% worldwide; Rating 4.3/5 (56 reviews); Scholarships available (Excellence Programme, Africa Scholarship Programme)",https://www.mastersportal.com/studies/1467/aquaculture-and-marine-resource-management.html
https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg,Wageningen University and Research,M.Sc.,Resilient Farming and Food Systems,Netherlands,"Wageningen, Netherlands",Wageningen,EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr,Not specified,24 months,Not specified,Sep 2027,EU/EEA: 2027-06-15; Non-EU: 2027-04-15; National: 2027-06-15,TOEFL iBT: 90; PTE Academic: 62; IELTS: 6.5,"Bachelor's degree in Plant Sciences, Animal Sciences, or equivalent; demonstrated coursework in agricultural sciences, biology, social sciences, statistics, mathematics, research methodology","Top 0.5% worldwide; Rating 4.3/5 (56 reviews); Double degree option with ISARA Lyon; Scholarships available (Excellence Programme, Africa Scholarship Programme)",https://www.mastersportal.com/studies/1468/resilient-farming-and-food-systems.html
"https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg","Wageningen University and Research","M.Sc.","Plant Sciences","Netherlands","Wageningen, Netherlands","Wageningen","EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr","Not specified","24 months","Not specified","Sep 2027","EU/EEA: 2027-06-15; International: 2027-04-15; National: 2027-06-15","IELTS: 6.5; TOEFL iBT: 90; PTE Academic: 62","Bachelor's in plant sciences fields (agricultural sciences, biology, or horticulture); knowledge of genetics, plant breeding, crop production, and ecology; 120 ECTS","Top 0.5% worldwide (Studyportals); Excellence Programme scholarship; Africa Scholarship Programme; NVAO Accredited","https://www.mastersportal.com/studies/1470/plant-sciences.html"
"https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg","Wageningen University and Research","M.Sc.","Environmental Sciences","Netherlands","Wageningen, Netherlands","Wageningen","EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr","Not specified","24 months","Not specified","Feb 2027; Sep 2027","Feb 2027 intake - International: 2026-09-15, EEA/EU: 2026-11-15, National: 2026-11-15; Sep 2027 intake - International: 2027-04-15, EEA/EU: 2027-06-15, National: 2027-06-15","IELTS: 6.5; TOEFL iBT: 90; PTE Academic: 62","Sufficient knowledge of social, natural and/or life sciences or engineering; basic knowledge of statistics; 120 ECTS","Top 0.5% worldwide (Studyportals); Excellence Programme scholarship; Africa Scholarship Programme","https://www.mastersportal.com/studies/1472/environmental-sciences.html"
"https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg","Wageningen University and Research","M.Sc.","International Land and Water Management","Netherlands","Wageningen, Netherlands","Wageningen","EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr","Not specified","24 months","Not specified","Sep 2027","EU/EEA: 2027-06-15; International: 2027-04-15; National: 2027-06-15","IELTS: 6.5; TOEFL iBT: 90; PTE Academic: 62","Bachelor's in biophysical sciences (Earth sciences, soil sciences, or agricultural development) plus social sciences topics (natural resources management, rural development, or political sciences); 120 ECTS","Top 0.5% worldwide (Studyportals); Excellence Programme scholarship; Africa Scholarship Programme","https://www.mastersportal.com/studies/1476/international-land-and-water-management.html"
"https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg","Wageningen University and Research","M.Sc.","Landscape Architecture and Planning","Netherlands","Wageningen, Netherlands","Wageningen","EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr","Not specified","24 months","Not specified","Sep 2027","EU/EEA: 2027-06-15; International: 2027-04-15; National: 2027-06-15","IELTS: 6.5; TOEFL iBT: 90; PTE Academic: 62","WUR BSc in Landscape Architecture and Spatial Planning or equivalent, or ≥30 ECTS in spatial planning knowledge; GPA required; design portfolio (PDF, max 25MB) of design projects required; 120 ECTS","Top 0.5% worldwide (Studyportals); Excellence Programme scholarship; Africa Scholarship Programme","https://www.mastersportal.com/studies/1477/landscape-architecture-and-planning.html"
"https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg","Wageningen University and Research","M.Sc.","Meteorology and Air Quality","Netherlands","Wageningen, Netherlands","Wageningen","EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr","Not specified","24 months","Not specified","Sep 2027","EU/EEA: 2027-06-15; International: 2027-04-15; National: 2027-06-15","IELTS: 6.5; TOEFL iBT: 90; PTE Academic: 62","WUR BSc in Soil, Water and Atmosphere or equivalent; competency in earth sciences, natural sciences, computer sciences, mathematics, and statistics; 120 ECTS","Top 0.5% worldwide (Studyportals); Excellence Programme scholarship; Africa Scholarship Programme","https://www.mastersportal.com/studies/1479/meteorology-and-air-quality.html"
"https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg","Wageningen University and Research","M.Sc.","Soil Geography and Earth Surface Dynamics","Netherlands","Wageningen, Netherlands","Wageningen","EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr","Not specified","24 months","Not specified","Sep 2027","EU/EEA: 2027-06-15; International: 2027-04-15; National: 2027-06-15","IELTS: 6.5; TOEFL iBT: 90; PTE Academic: 62","Bachelor's in Soil, Water and Atmosphere or equivalent; expertise in earth sciences, natural sciences, computer sciences, mathematics, and statistics; 120 ECTS","Top 0.5% worldwide (Studyportals); Excellence Programme scholarship; Africa Scholarship Programme","https://www.mastersportal.com/studies/1480/soil-geography-and-earth-surface-dynamics.html"
"https://storage-prtl-co.imgix.net/endor/studies/155516/images/1628670635_zje2ndnkztmtymrkmc00zdu2ltvhmditmmrlymfhmdywmtq4.png","Radboud University","M.Sc.","Spatial Planning - Urban and Regional Mobility","Netherlands","Nijmegen, Netherlands","Nijmegen","EU: 2695 EUR/yr; Non-EU: 18873 EUR/yr","Not specified","12 months","Not specified","Sep 2027","EU/EEA: with housing support 2027-05-01, general 2027-07-01; Non-EU/EEA: with housing support 2027-04-01; Non-EU/EEA scholarship applicants: 2027-01-31","IELTS: 6.5; TOEFL iBT: 90","Bachelor's from research university in a spatially-oriented discipline, such as Spatial Planning, Human Geography or Environment Studies; 60 ECTS","Top 1% worldwide (Studyportals); NVAO Accredited; Radboud Scholarship Programme; NL Scholarship; Fulbright-Radboud Scholarships","https://www.mastersportal.com/studies/155824/spatial-planning-urban-and-regional-mobility.html"
"https://storage-prtl-co.imgix.net/endor/organisations/33/covers/1614592543_new-cover-photo-2021.png","Utrecht University","M.Sc.","Cultural Anthropology - Sociocultural Transformation","Netherlands","Utrecht, Netherlands","Utrecht","EU: 2694 EUR/yr; Non-EU: 21342 EUR/yr","Not specified","24 months","Not specified","Sep 2027","2027-04-01","IELTS: 6.5; TOEFL iBT: 93","Academic Bachelor's in Social or Behavioural Sciences with approx. 20 EC in anthropology; minimum average grade 7.5 (Dutch system) or equivalent; English academic writing sample and motivation letter required; 120 ECTS","Top 2% worldwide (Studyportals); NVAO Accredited","https://www.mastersportal.com/studies/16676/cultural-anthropology-sociocultural-transformation.html"
"https://storage-prtl-co.imgix.net/endor/organisations/4444/covers/1740129766_facultyofscience.png","Radboud University","M.Sc.","Science in Society","Netherlands","Nijmegen, Netherlands","Nijmegen","EU: 2695 EUR/yr; Non-EU: 19714 EUR/yr","Not specified","24 months","Not specified","Sep 2027","EU/EEA: general 2027-07-01, with housing support 2027-05-01; Non-EU/EEA: general 2027-04-01, with housing support 2027-04-01; Non-EU/EEA scholarship applicants: 2027-01-31","IELTS: 6.5; TOEFL iBT: 90","Completed Bachelor's from a research university in a natural science discipline including a research component and thesis; demonstrable interest in societal, ethical, and policy aspects of science; 120 ECTS","Top 1% worldwide (Studyportals); Radboud Scholarship Programme; NL Scholarship; Fulbright-Radboud Scholarships","https://www.mastersportal.com/studies/170078/science-in-society.html"
"https://storage-prtl-co.imgix.net/endor/organisations/82/covers/1718614060_23-10-20_drone_campus_tvb-1_3-1.jpg","Radboud University","M.Sc.","Cognitive Neuroscience - Language and Communication (Research)","Netherlands","Nijmegen, Netherlands","Nijmegen","EU: 2695 EUR/yr; Non-EU: 19714 EUR/yr","Not specified","24 months","Not specified","Sep 2027","EU/EEA: with housing support 2027-05-01; Non-EU/EEA: with housing support 2027-04-01; National: 2027-05-01; Non-EU/EEA scholarship applicants: 2027-01-31","IELTS Academic: 7.0 (subscores 6.5); TOEFL iBT: 100 (subscores 22); Cambridge C1 Advanced: 185 (subscores 176); Cambridge C2 Proficiency: 185 (subscores 176)","Bachelor's in Linguistics, Physics, Biology, Medicine, Mathematics, Behavioural Sciences (e.g. Psychology), Artificial Intelligence, or related discipline; 120 ECTS","Top 1% worldwide (Studyportals); NVAO Accredited; Radboud Scholarship Programme; NL Scholarship; Fulbright-Radboud Scholarships","https://www.mastersportal.com/studies/179211/cognitive-neuroscience-language-and-communication.html"
"https://storage-prtl-co.imgix.net/endor/organisations/470/covers/1666085865_coverpicture-studyportals-18-10-2022.jpg","Maastricht School of Management","MBA","Full-time Master of Business Administration","Netherlands","Maastricht, Netherlands","Maastricht","EU: 34000 EUR/yr; Non-EU: 34000 EUR/yr","Not specified","12 months","Not specified","Sep 2026; Sep 2027","EEA/EU (Sep 2026 intake): 2026-08-25; International (Sep 2027 intake): 2027-07-03","IELTS: 6.5; TOEFL iBT: 88; PTE Academic: 59","Bachelor's degree from recognized university; minimum 3+ years relevant work experience post-bachelor's; two employer reference letters; motivation letter (3-4 pages); GMAT (600 min) or GRE required; 70 ECTS","AACSB; EQUIS; AMBA; NVAO Accredited","https://www.mastersportal.com/studies/26125/full-time-master-of-business-administration.html"
"https://storage-prtl-co.imgix.net/endor/organisations/82/covers/1718614060_23-10-20_drone_campus_tvb-1_3-1.jpg","Radboud University","M.Sc.","Psychology - Behaviour Change","Netherlands","Nijmegen, Netherlands","Nijmegen","EU: 2695 EUR/yr; Non-EU: 18873 EUR/yr","Not specified","12 months","Not specified","Sep 2027","EEA/EU: with housing support 2027-05-01, general 2027-07-01; International/Non-EU/EEA: with housing support 2027-04-01, scholarship applicants 2027-01-31; National: 2027-07-01","IELTS: 7.0; TOEFL iBT: 100","Bachelor's in Psychology including Statistics and Data Analysis (at least 15 EC), Methods of psychological research (at least 20 EC), social psychology coursework, and empirical research experience; 60 ECTS","Top 1% worldwide (Studyportals); NVAO Accredited; Radboud Scholarship Programme; NL Scholarship; Fulbright-Radboud Scholarships","https://www.mastersportal.com/studies/264243/psychology-behaviour-change.html"
"https://storage-prtl-co.imgix.net/endor/organisations/77/covers/1482416527_20130501_JorisSchaap_Orion_voorjaar-2.jpg","Wageningen University and Research","M.Sc.","Metropolitan Analysis, Design and Engineering","Netherlands","Wageningen, Netherlands","Wageningen","EU: 2694 EUR/yr; Non-EU: 21900 EUR/yr","Not specified","24 months","Not specified","Sep 2027","EU/EEA: 2027-06-15; International: 2027-04-15; National: 2027-06-15","IELTS: 6.5; TOEFL iBT: 90; PTE Academic: 62","Bachelor's in relevant technical design/engineering or life/social sciences with technical competences related to metropolitan/urban/environmental issues; Statement of Accomplishment or Verified Certificate from AMS Institute's MOOC on Sustainable Urban Development required","Top 0.5% worldwide (Studyportals); Joint degree with Delft University of Technology; part of AMS Institute","https://www.mastersportal.com/studies/270643/metropolitan-analysis-design-and-engineering.html"
"https://storage-prtl-co.imgix.net/endor/organisations/3260/covers/1581525501_cover.jpg","Erasmus University Rotterdam","M.Sc.","Power, Publics and Engagement","Netherlands","Rotterdam, Netherlands","Rotterdam","EU: 2694 EUR/yr; Non-EU: 21000 EUR/yr","Not specified","12 months","Not specified","Sep 2027","EEA/EU: 2027-06-01; International: 2027-05-01","TOEFL iBT: 90; PTE Academic: 61","Bachelor's/undergraduate degree from research university with minimum 7.5 ECTS in social science research methods, in sociology, psychology, political science, media & culture science, public administration, communication science, or related discipline; 60 ECTS","Top 0.5% worldwide (Studyportals); Holland Scholarship; L-EARN for Impact Scholarship; Erasmus Trustfonds Scholarship","https://www.mastersportal.com/studies/282052/power-publics-and-engagement.html"
