program_image_url,university_name,level,program_name,destination,location,campus_city,tuition_1st_year,application_fee,duration,success_rate,intake_terms,deadlines,prerequisites,must_requirements,tags,source_url
https://storage-prtl-co.imgix.net/endor/studies/294064/covers/1782389986_malta-cover.png,University of Malta,M.Arch,Architecture (Architectural Design),Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),Not specified,24 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",First cycle degree in Built Environment Studies from University of Malta: at least Second Class Honours or comparable qualification; Minimum credits in relevant thematic study-units: as per Faculty Board guidelines; Compensated passes: limited to 4 ECTS credits maximum,"First cycle degree in Built Environment Studies from the University of Malta, with at least Second Class (Honours) or a qualification deemed by Senate to be comparable",EU accredited warrant for architect career (Professional Credential): yes; Bologna Process compliant (Program Structure): yes; Scholarships available (Funding): available; ECTS 120 credits (Academic): 120; English-taught (Delivery): yes; On-campus delivery (Format): yes,https://www.mastersportal.com/studies/293839/architecture.html
https://storage-prtl-co.imgix.net/endor/studies/341041/covers/1782822483_malta-cover.png,University of Malta,Master of Psychology,Health Psychology,Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),Not specified,24 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",Bachelor's degree in Psychology: at least Second Class Honours (Upper Division) OR equivalent; Maltese language proficiency: required; GPA: Upper Second Class; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5,Proficient in the Maltese language required; Bachelor degree in Psychology with minimum Second Class Honours (Upper Division),Scholarships available (Funding): available; 120 ECTS credits (Program): 120; Mental health focus (Subject Area): yes; Top 5% worldwide ranking (Institution Status): yes,https://www.mastersportal.com/studies/293852/health-psychology.html
//storage-prtl-co.imgix.net/endor/studies/294029/covers/1782730612_malta-cover.png,University of Malta,M.A.,Fine Arts,Malta,"Msida, Malta",Msida,10800 EUR/year (International); Free (EU/EEA),Not specified,18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",Bachelor of Arts (Honours): Second Class or better in same/related field OR Bachelor of Arts with average mark >=55% in relevant area OR comparable degree; English proficiency: IELTS 6.5 OR TOEFL IBT 95 OR PTE Academic 71; GPA: Lower Second Class minimum,The Course shall be open to applicants in possession of one of the qualifications listed under prerequisites,Studio-based practice (Program Focus): explores creative practice across fine art media; Group critique sessions (Pedagogical Method): fundamental program component; Scholarships available (Funding): multiple external scholarships listed,https://www.mastersportal.com/studies/293858/fine-arts.html
//storage-prtl-co.imgix.net/endor/studies/340598/covers/1782908270_malta-cover.png,University of Malta,Master,Pharmacy,Malta,"Msida, Malta",Msida,8933 EUR / year (International); Free (EU/EEA),Not specified,18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified","GPA: Lower Second Class; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5; Bachelor of Science (Honours) in Pharmaceutical Science: 240 ECTS credits, obtained with at least Second Class Honours",Police Certificate of Conduct required; BSc (Hons) in Pharmaceutical Science degree prerequisite; Third Class Honours applicants must submit portfolio with three years' related practice,Scholarships available (Financial Aid): available; On Campus (Delivery Mode): yes; 90 ECTS (Credits): 90; English taught (Language): yes,https://www.mastersportal.com/studies/293869/pharmacy.html
//storage-prtl-co.imgix.net/endor/studies/294064/covers/1782389960_malta-cover.png,University of Malta,M.Sc.,Applied Oceanography,Malta,"Msida, Malta",Msida,8933 EUR / year (International); Free (EU/EEA),Not specified,18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)","Bachelor's degree in Science, Engineering, Architecture, Information Technology or related area: required; Mathematics and programming knowledge: strongly recommended; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5","First cycle degree from this University in Science, Engineering, Architecture or Information Technology, or any other area deemed relevant by the Board",Operational oceanography focus (Subject Area): yes; Marine environmental management emphasis (Subject Area): yes; 90 ECTS credits (Program Structure): 90; On-campus delivery (Format): yes; Scholarships available (Financial Aid): available,https://www.mastersportal.com/studies/293870/applied-oceanography.html
//storage-prtl-co.imgix.net/endor/studies/340710/covers/1782908509_malta-cover.png,University of Malta,M.Sc.,Public Policy and Strategic Management,Malta,"Msida, Malta",Msida,10800 EUR / year (International); Free (EU/EEA),Not specified,18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified","GPA: Lower Second Class or equivalent; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5; Bachelor's degree in Commerce or related field from University of Malta: Category II or Second Class Honours, or equivalent first cycle degree; Related field of study: as one of the areas applied for",Applicants must possess a degree of Bachelor of Commerce from this University or equivalent first cycle degree obtained with at least Second Class Honours or Category II,Scholarships available (Funding): available; On-campus delivery (Format): yes; 90 ECTS credits (Structure): 90; English-taught (Language): yes; Strategic Management and Public Policy focus (Subject): yes,https://www.mastersportal.com/studies/293895/public-policy-and-strategic-management.html
//storage-prtl-co.imgix.net/endor/studies/293896/covers/1782827420_malta-cover.png,University of Malta,M.Sc.,Medical Physics,Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),Not specified,12 months,Not specified,2026-10-05,2026-07-22,"Bachelor degree with 240 ECTS and Second Class Honours in Physics, Medical Physics and Radiation Protection, Radiography, or Engineering (Electrical/Mechanical): required; English proficiency: TOEFL iBT 95 or PTE 71 or IELTS 6.5",Bachelor degree comprising 240 ECTS credits obtained with at least Second Class Honours in specified disciplines,Scholarships available (Funding): available; European Guidelines compliant (Accreditation): yes; Free pre-programme online Summer School in Anatomy & Physiology (Offering): yes; Research project component (Program Structure): yes; On Campus delivery (Format): yes; 90 ECTS credits (Credits): 90,https://www.mastersportal.com/studies/293896/medical-physics.html
//storage-prtl-co.imgix.net/endor/studies/340598/covers/1782908283_malta-cover.png,University of Malta,MA,Probation Services,Malta,"Msida, Malta",Msida,10800 EUR / year (International); Free (EU/EEA),Not specified,18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",Bachelor degree with at least Second Class Honours from University of Malta or equivalent: required; Proficiency in Maltese Language: required; GPA: Lower Second Class; English requirements: TOEFL iBT 95 OR PTE Academic 71 OR IELTS 6.5,Bachelor degree with at least Second Class Honours from this University in an area of study deemed relevant by the Board or a Bachelor degree from another university recognized by Senate,Scholarships available (Funding): available; Criminal Law (Discipline): yes; Public Law (Discipline): yes; Legal Studies (Discipline): yes,https://www.mastersportal.com/studies/293897/probation-services.html
//storage-prtl-co.imgix.net/endor/studies/340520/covers/1782989343_malta-cover.png,University of Malta,Master,Theology,Malta,"Msida, Malta",Msida,10800 EUR / year (International); Free (EU/EEA),Not specified,24 months,Not specified,2026-10-05; 2027-10-05,2026-07-22 (National); 2027-07-01 (International),Bachelor degree with Second Class Honours or better in Theology with Philosophy subsidiary: required; OR Bachelor degree with Category II or better in Theology: conditional on interview and preparatory programme; GPA requirement: Lower Second Class; English language requirements: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5,Applicants must be in possession of a Bachelor degree obtained with Second Class (Honours) or better in Theology with a subsidiary area in Philosophy or a Bachelor degree obtained with Category II or better in Theology,"Full-time on-campus programme (Format): yes; Scholarships available (Funding): available; 120 ECTS credits (Academic Structure): 120; Subject areas (Curriculum): biblical studies, systematic theology, moral theology, ecclesiastical history, patristics, liturgy, church legislation; Career paths (Outcomes): pastoral ministry, social and pastoral care, PhD progression; Top 5% worldwide ranking (Institutional): yes",https://www.mastersportal.com/studies/293898/theology.html
//storage-prtl-co.imgix.net/endor/studies/340845/covers/1782728332_malta-cover.png,University of Malta,M.Eng.,Engineering (Engineering with Management),Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),Not specified,24 months,Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)",First cycle degree in Built Environment Studies from University of Malta: at least Second Class (Honours) or comparable qualification deemed by Senate; Transcript: showing minimum credits in relevant thematic study units as indicated in approved Schedule,"Applicants must be in possession of a first cycle degree in Built Environment Studies from the University of Malta, with at least Second Class (Honours) or a qualification deemed by Senate",Scholarships available (Funding): available; On Campus (Delivery Method): yes; Engineering Management (Discipline): yes; 120 ECTS (Credits): 120; English-taught (Language): yes; Professional engineer qualification pathway (Career Outcome): yes,https://www.mastersportal.com/studies/293926/engineering.html
https://storage-prtl-co.imgix.net/endor/studies/293896/covers/1782827413_malta-cover.png,University of Malta,M.Sc.,Mathematics,Malta,"Msida, Malta",Msida,8933 EUR / year (International); Free (EU/EEA),400 EUR (Annual Enrolment Fee for Local/EU/EEA),18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",Possession of relevant Bachelor of Science degree obtained within the 10 years previous to registration: required; TOEFL iBT 95 or PTE Academic 71 or IELTS 6.5: English proficiency; Lower Second Class Honours GPA: minimum grade,"Bachelor of Science with at least Second Class Honours in relevant field obtained within 10 years of registration, or Third Class Honours (same recency limit) with additional qualifications/relevant experience; English language proficiency test scores",Scholarships available (Funding); On-campus delivery (Format); 90 ECTS credits (Academic Structure); Mathematics (Subject Area),https://www.mastersportal.com/studies/293929/mathematics.html
https://storage-prtl-co.imgix.net/endor/studies/340846/covers/1782390280_malta-cover.png,University of Malta,M.A.,Baroque Studies,Malta,"Msida, Malta",Msida,7200 EUR / year (International); Free (EU/EEA),400 EUR (Annual Enrolment Fee for Local/EU/EEA),18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",Lower Second Class honours or Category II bachelor's degree in related field: required; TOEFL IBT 95 or IELTS 6.5 or PTE Academic 71: English proficiency,"Bachelor's degree with at least Second Class Honours or Category II from recognized university; alternatively, Diploma in Baroque Architecture from University of Malta with related work experience may (after interview) qualify for a preparatory programme leading to the degree","Multi-disciplinary approach (Program Focus): political, military, religious, social, philosophical, scientific, literary, artistic, architectural and conservation aspects; Scholarships available (Funding); 90 ECTS credits (Academic Structure); On-campus delivery (Format)",https://www.mastersportal.com/studies/293932/baroque-studies.html
https://storage-prtl-co.imgix.net/endor/studies/294064/covers/1782389995_malta-cover.png,University of Malta,M.Arch.,Architecture (Architecture and Conservation Studies),Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),Not specified,24 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National); July 22, 2027 (EEA/EU)",TOEFL IBT 95 or PTE Academic 71 or IELTS 6.5: English proficiency; GPA Lower Second Class or equivalent: minimum grade,First cycle degree in Built Environment Studies from University of Malta with Second Class Honours or comparable qualification; minimum credits in relative thematic study units,Architecture (Discipline); Biodiversity & Conservation (Discipline); Landscape Architecture (Discipline); On Campus (Format); 120 ECTS (Program Structure); EU accredited warrant (Qualification Status); Professional architect status qualification (Career Outcome); Conservation Studies focus (Specialization),https://www.mastersportal.com/studies/293933/architecture.html
https://storage-prtl-co.imgix.net/endor/studies/293934/covers/1782912522_malta-cover.png,University of Malta,M.Sc.,Sustainable Energy,Malta,"Msida, Malta",Msida,"13400 EUR (Year 1, International - full amount front-loaded, Year 2: NIL; Total Tuition Eur 13,400); Free (EU/EEA)",400 EUR (Annual Enrolment Fee for Local/EU/EEA),18 months,Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)","Bachelor degree in Engineering, Science or Architecture with at least Second Class Honours: required; IELTS 6.5 or TOEFL IBT 95 or PTE Academic 71: English proficiency; GPA Lower Second Class: minimum grade","Bachelor degree with minimum Second Class Honours in Engineering, Science or Architecture; applicants with other degrees may be admitted after interview to assess competence; in exceptional cases, non-degree holders with equivalent academic or professional qualifications may be admitted",Scholarships available (Funding); On-campus delivery (Format); 90 ECTS credits (Academic Structure); Sustainable Energy (Subject Area),https://www.mastersportal.com/studies/293934/sustainable-energy.html
https://storage-prtl-co.imgix.net/endor/studies/293990/covers/1782728106_malta-cover.png,University of Malta,Not specified,Diplomacy,Malta,"Msida, Malta",Msida,2329 EUR / year (International); Free (EU/EEA),Not specified,12 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",First cycle degree recognized by Senate: required; Employment in Ministry of Foreign Affairs or governmental entity with external relations responsibility for at least one year: required,Employed in the Ministry of Foreign Affairs of their country or in another governmental entity active in external relations and have served in this capacity for at least one year; possession of recognized first cycle degree,Diplomatic History and International Relations (Subject); 60 ECTS credits (Program Format); English-taught program (Language); Mediterranean perspective focus (Specialization); Career opportunities in international relations both public and private sectors (Career Outcomes),https://www.mastersportal.com/studies/293937/diplomacy.html
https://storage-prtl-co.imgix.net/endor/studies/293990/covers/1782728113_malta-cover.png,University of Malta,M.A.,Diplomatic Studies,Malta,"Msida, Malta",Msida,7200 EUR / year (International); Free (EU/EEA),400 EUR (Annual Enrolment Fee for Local/EU/EEA),18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)","Bachelor's degree in International Relations, Law, History, Economics, Political Science, European Studies, Diplomacy, or related fields with at least Second Class (Honours) or Category II: required; IELTS 6.5 or TOEFL IBT 95 or PTE Academic 65: English proficiency; GPA Lower Second Class: minimum grade",Bachelor degree with at least Second Class (Honours) or Category II; English language proficiency via IELTS/TOEFL/PTE; applicants with Category II may require preparatory programme,International Relations (Discipline); International Law (Discipline); International Development (Discipline); Scholarships available (Funding); On-campus delivery (Format); 90 ECTS (Credit System),https://www.mastersportal.com/studies/293940/diplomatic-studies.html
https://storage-prtl-co.imgix.net/endor/studies/293900/covers/1782823756_malta-cover.png,University of Malta,M.A.,Human Rights Law and Practice,Malta,"Msida, Malta",Msida,7200 EUR / year (International); Free (EU/EEA),400 EUR (Annual Enrolment Fee for Local/EU/EEA),18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified","Bachelor degree in Law with at least Second Class Honours or Category II, or relevant degree in Social Sciences, Political Sciences, International Relations, or Humanities: required; TOEFL IBT 95 or PTE Academic 71 or IELTS 6.5: English proficiency","Bachelor degree in Law (minimum Second Class Honours/Category II) OR Bachelor in Social Sciences, Political Sciences, International Relations, Humanities, or other area deemed relevant by Board; Lower Second Class GPA minimum",International Law (Discipline); Legal Studies (Discipline); Social Policy (Discipline); Multi-disciplinary human rights education (Focus); 90 ECTS (Credits); On Campus delivery (Format); Scholarships available (Funding); Human rights concepts and practice (Specialization),https://www.mastersportal.com/studies/293962/human-rights-law-and-practice.html
https://storage-prtl-co.imgix.net/endor/studies/293990/covers/1782728130_malta-cover.png,University of Malta,M.Sc.,Economics,Malta,"Msida, Malta",Msida,7200 EUR / year (International); Free (EU/EEA),EUR 400 (annual enrolment fee for Local/EU/EEA),18 months,Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)",Bachelor's degree with at least Second Class Honours or Category II in relevant field: required; TOEFL IBT 95 or IELTS 6.5 or PTE Academic 71: English proficiency,Bachelor of Commerce (Honours) in Economics with Second Class Honours OR Bachelor of Commerce with Economics as main area of study with Category II OR degree with Second Class Honours/Category II in relevant area; some students may need supplementary study units (max 12 ECTS),Scholarships available (Funding); On-campus delivery (Format); 90 ECTS credits (Program Structure); Economics focus (Subject Area),https://www.mastersportal.com/studies/293990/economics.html
https://storage-prtl-co.imgix.net/endor/studies/293900/covers/1782823770_malta-cover.png,University of Malta,M.Sc.,Information and Communication Technology (Information Systems),Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),Not specified,24 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",TOEFL IBT 95 or PTE Academic 71 or IELTS 6.5: English proficiency; GPA required: minimum grade; Bachelor's degree in ICT-related field or comparable qualification: required,Bachelor of Science (Honours) in Information and Communication Technology OR Bachelor of Science in Information Technology (Honours) OR Bachelor of Science (Honours) in Computer Engineering OR Bachelor of Science (Honours) in Computing Science OR Bachelor of Engineering (Honours) in suitable area OR degree with strong ICT component,Scholarships available (Funding); On Campus (Format); 120 ECTS (Credits); Information Technology (Subject); Communications Engineering (Subject); Information Systems (Subject),https://www.mastersportal.com/studies/293991/information-and-communication-technology.html
https://storage-prtl-co.imgix.net/endor/studies/293900/covers/1782823750_malta-cover.png,University of Malta,M.Sc.,Human Language Science and Technology,Malta,"Msida, Malta",Msida,Free,Not specified,24 months,Not specified,"September 29, 2026; September 29, 2027","July 23, 2026 (National); July 1, 2027 (International)","First cycle degree in Computational Linguistics, Language Technology, Cognitive Science, Computer Science, Mathematics, Artificial Intelligence, or relevant discipline: required; satisfactory English standard: required; Lower Second Class Honours or Category II or better: minimum grade","Bachelor's degree classified Second Class Honours or Category II or better in specified disciplines; demonstrated English proficiency meeting TOEFL 95, PTE 71, or IELTS 6.5",Erasmus Mundus LCT Consortium (Funding): program is a core member of the Erasmus Mundus Language and Communication Technologies consortium; Multilingual language technology focus (Subject); Free tuition (Funding); On-campus program (Format); 120 ECTS credits (Credential); Research and innovation pathway (Career),https://www.mastersportal.com/studies/293992/human-language-science-and-technology.html
https://storage-prtl-co.imgix.net/endor/studies/293900/covers/1782823776_malta-cover.png,University of Malta,M.Sc.,Information and Communication Technology (Microelectronics and Microsystems),Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),Not specified,24 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified","GPA Required: minimum grade; TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5: English proficiency; Bachelor's degree in ICT, Computer Engineering, Computing Science or related field with strong ICT component: required",Bachelor of Science (Honours) in Information and Communication Technology OR equivalent degree with strong ICT component,120 ECTS (Program Structure); English-taught (Instruction Language); On-campus (Delivery Format); EU/EEA tuition waiver (Funding); Scholarships available (Funding); Microelectronics and Microsystems (Subject Area),https://www.mastersportal.com/studies/294024/information-and-communication-technology.html
https://storage-prtl-co.imgix.net/endor/studies/294029/covers/1782730721_malta-cover.png,University of Malta,M.Sc.,Gerodontology (Dental Hygiene),Malta,"Msida, Malta",Msida,13400 EUR/year (International); 5400 EUR/year (EU/EEA),Not specified,36 months,Not specified,"September 29, 2026; September 29, 2027","July 23, 2026 (National); July 1, 2027 (International)",TOEFL IBT 95 or IELTS 6.5: English proficiency; Lower Second Class Honours in GPA: minimum grade; Bachelor of Science (Honours) in Dental Hygiene with at least Second Class Honours: required,Degree of Bachelor of Science (Honours) in Dental Hygiene obtained with at least Second Class Honours; Interview conducted by interviewing board of at least three members,Dentistry (Subject Area); Health Sciences (Subject Area); On-Campus (Format); Scholarships Available (Funding); 180 ECTS (Credit System); English Language (Instruction); Research Project Component (Program Feature); Clinical Practice (Program Feature),https://www.mastersportal.com/studies/294029/gerodontology.html
